#Dias 	 Celulas
0 	   4000000000.000000 
10 	   4400000000.000000 
20 	   4840000000.000000 
30 	   5324000000.000000 
40 	   5856400000.000000 
50 	   6442040000.000001 
60 	   7086244000.000002 
70 	   7794868400.000003 
80 	   8574355240.000004 
90 	   9431790764.000006 
100 	   10374969840.400007 
