#Dias 	 Celulas
0 	   4000000000.000000 
10 	   4444444444.444445 
20 	   4938271604.938272 
30 	   5486968449.931414 
40 	   6096631611.034904 
50 	   6774035123.372116 
60 	   7526705692.635685 
70 	   8363006325.150762 
80 	   9292229250.167513 
90 	   10324699166.852793 
100 	   11471887963.169769 
